"site","latitude","longitude"
8607,39.509,-77.406
8608,39.007,-76.821
8609,39.026,-76.842
8610,39.018,-76.821
8611,38.882,-76.684
8612,43.281,-70.582
8613,43.572,-70.276
8614,38.826,-77.709
8615,38.551,-77.216
8616,43.584,-70.258
8617,43.088,-70.672
8618,38.879,-77.689
8619,45.099,-67.292
8620,45.099,-67.285
8621,45.115,-67.278
8622,41.369,-75.3
8623,41.353,-75.283
8624,40.52,-75.805
8625,40.562,-75.766
8626,38.9,-76.677
8627,38.767,-76.822
8628,38.788,-76.235
8629,40.792,-75.629
8630,40.795,-75.621
8631,40.786,-75.619
8632,40.793,-75.623
8633,40.785,-75.609
8634,38.807,-77.722
8635,28.643,-80.624
8636,36.162,-82.096
8637,38.769,-76.209
8638,38.733,-76.155
8639,36.063,-82.12
8640,36.112,-82.091
8641,38.787,-76.235
8642,35.06,-83.43
8643,39.179,-76.85
8644,38.924,-76.954
8645,38.857,-77.701
8646,38.867,-77.704
8647,40.809,-75.609
8648,40.794,-75.623
8649,38.869,-76.671
8650,39.025,-75.782
8651,39.036,-75.746
8652,39.029,-75.756
8653,38.931,-78.725
8654,39.676,-77.642
8655,39.185,-78.134
8656,38.959,-78.82
8657,39.64,-77.807
8658,38.885,-78.862
8659,39.648,-77.586
8660,39.66,-77.631
8661,38.989,-76.505
8662,41.432,-71.671
8663,38.824,-77.71
8664,38.9,-78.703
8665,38.906,-78.716
8666,38.878,-78.867
8667,39.004,-78.724
8668,36.161,-82.103
8669,39.658,-77.82
8670,41.368,-75.18
8671,41.368,-75.207
8672,41.368,-75.203
8673,41.322,-75.229
8674,41.314,-75.235
8675,36.961,-81.1
8676,38.706,-76.189
8677,38.992,-76.324
8678,38.697,-76.212
8679,39.017,-76.412
8680,39.035,-76.875
8681,39.089,-75.771
8682,39.089,-75.768
8683,38.727,-75.977
8684,38.727,-75.976
8685,38.999,-75.741
8686,38.999,-75.74
8687,39.007,-75.821
8688,39.676,-75.754
8689,39.364,-75.816
8690,39.871,-75.593
8691,39.626,-79.022
8692,39.597,-79.026
8693,39.586,-79.045
8694,39.59,-79.069
8695,39.592,-79.084
8696,39.574,-79.097
8697,39.551,-79.123
8698,39.531,-79.136
8699,39.51,-79.035
8700,39.409,-79.111
8701,39.546,-79.004
8702,39.44,-79.073
8703,39.571,-78.976
8704,39.462,-79.084
8705,39.488,-79.045
8706,39.426,-79.098
8707,39.549,-78.996
8708,39.384,-79.303
8709,39.391,-79.194
8710,39.384,-79.17
8711,39.385,-79.144
8712,39.403,-79.132
8713,39.325,-77.692
8714,39.089,-75.769
8715,39.005,-75.822
8716,39.006,-75.848
8717,31.389,-81.265
8718,36.672,-75.915
8719,36.654,-75.906
8720,38.878,-76.668
8721,41.473,-71.572
8722,39.687,-75.819
8723,39.109,-77.142
8724,39.004,-78.725
8725,39.317,-76.876
8726,41.64,-71.609
8727,36.732,-75.987
8728,38.881,-77.689
8729,38.877,-77.69
8730,38.825,-77.705
8731,38.803,-76.689
8732,39.548,-77.428
8733,39.648,-77.394
8734,39.502,-77.326
8735,38.913,-76.943
8736,38.913,-76.942
8737,38.913,-76.944
8738,38.913,-76.941
8739,38.728,-75.977
8740,38.913,-76.945
8741,35.337,-86.056
8742,35.338,-86.053
8743,41.306,-71.883
8744,39.581,-75.796
8745,38.813,-76.074
8746,38.572,-78.296
8747,38.861,-76.059
8748,39.035,-76.777
8749,38.774,-76.378
8750,38.755,-76.38
8751,38.802,-76.945
8752,39.035,-76.79
8753,39.031,-76.786
8754,39.032,-76.787
8755,39.032,-76.788
8756,39.206,-76.612
8757,39.036,-77.159
8758,38.665,-76.971
8759,39.078,-76.772
8760,38.939,-77.327
8761,39.036,-76.789
8762,39.148,-77.195
8763,38.783,-76.086
8764,38.683,-76.165
8765,39.136,-76.81
8766,39.317,-76.177
8767,39.484,-77.803
8768,39.615,-78.562
8769,39.667,-78.568
8770,39.617,-78.566
8771,39.169,-76.764
8772,39.024,-76.878
8773,38.831,-75.915
8774,38.936,-77.089
8775,38.767,-76.383
8776,41.826,-71.412
8777,39.419,-76.841
8778,38.786,-76.242
8779,38.753,-76.169
8780,38.76,-76.148
8781,38.744,-76.375
8782,39.037,-76.789
8783,38.967,-76.333
8784,39.509,-79.109
8785,39.499,-79.116
8786,39.513,-79.112
8787,39.499,-79.119
8788,39.621,-79.105
8789,39.511,-79.113
8790,39.622,-79.105
8791,36.59,-82.291
8792,36.991,-80.581
8793,39.083,-77.405
8794,38.781,-76.715
8795,39.669,-75.829
8796,38.859,-76.129
8797,38.99,-76.311
8798,37.139,-80.36
8799,36.869,-81.355
8800,36.647,-81.582
8801,35.852,-86.307
8802,38.801,-76.703
8803,38.782,-76.716
8804,38.794,-76.721
8805,38.801,-76.702
8806,38.784,-76.703
8807,38.784,-76.702
8808,38.007,-75.43
8809,39.675,-78.779
8810,38.987,-76.94
8811,38.995,-76.943
8812,38.986,-76.947
8813,38.997,-76.94
8814,38.073,-75.38
8815,39.788,-75.65
8816,39.783,-75.665
8817,39.784,-75.647
8818,38.063,-75.4
8819,38.08,-75.39
8820,37.82,-75.562
8821,38.051,-75.389
8822,38.078,-75.371
8823,39.783,-75.644
8824,39.787,-75.658
8825,39.788,-75.648
8826,39.78,-75.637
8827,39.787,-75.651
8828,39.779,-75.665
8829,39.044,-76.766
8830,39.044,-76.765
8831,39.047,-76.772
8832,39.051,-76.778
8833,39.052,-76.781
8834,39.072,-76.802
8835,39.074,-76.804
8836,39.092,-76.805
8837,41.266,-70.175
8838,41.264,-70.178
8839,39.038,-76.754
8840,39.043,-76.764
8841,39.054,-76.784
8842,39.674,-78.992
8843,39.434,-79.29
8844,39.389,-79.18
8845,39.704,-78.331
8846,39.71,-79.057
8847,39.677,-78.996
8848,38.91,-76.973
8849,39.429,-79.284
8850,40.693,-73.998
8851,41.264,-70.169
8852,39.046,-76.77
8853,39.056,-76.786
8854,39.049,-76.776
8855,39.075,-76.805
8856,44.62,-73.214
8857,38.209,-75.476
8858,41.36,-70.521
8859,41.357,-70.521
8860,39.729,-74.446
8861,41.29,-70.18
8862,39.62,-78.569
8863,38.242,-75.507
8864,39.071,-76.801
8865,39.073,-76.803
8866,39.08,-76.808
8867,39.044,-76.761
8868,39.06,-76.79
8869,39.082,-76.808
8870,38.082,-75.383
8871,38.095,-75.498
8872,37.923,-75.701
8873,38.017,-76.883
8874,37.945,-76.879
8875,39.425,-77.889
8876,39.241,-77.895
8877,39.243,-77.894
8878,39.505,-78.297
8879,39.684,-78.17
8880,39.683,-78.171
8881,39.247,-80.05
8882,39.016,-79.444
8883,38.959,-79.359
8884,46.257,-84.105
8885,46.254,-84.103
8886,46.251,-84.106
8887,46.248,-84.113
8888,38.058,-75.385
8889,38.692,-76.125
8890,40.802,-77.944
8891,37.238,-85.994
8892,37.244,-86.009
8893,37.241,-85.991
8894,37.243,-85.993
8895,37.242,-85.994
8896,43.21,-71.5
8897,43.2,-71.5
8898,38.947,-76.697
8899,38.917,-76.7
8900,39.014,-76.824
8901,38.781,-76.226
8902,39.038,-76.817
8903,38.984,-76.941
8904,38.983,-76.942
8905,38.996,-76.938
8906,38.987,-76.952
8907,38.985,-76.942
8908,38.998,-76.935
8909,38.988,-76.952
8910,38.993,-76.951
8911,38.989,-76.936
8912,38.996,-76.944
8913,39.037,-76.791
8914,39.047,-76.797
8915,38.834,-75.915
8916,38.718,-76.221
8917,39.044,-76.792
8918,39.038,-76.792
8919,39.038,-76.786
8920,39.039,-76.788
8921,39.033,-76.769
8922,39.036,-76.788
8923,39.038,-76.79
8924,38.892,-76.602
8925,39.054,-76.783
8926,39.04,-76.759
8927,33.73,-83.295
8928,33.729,-83.294
8929,33.729,-83.293
8930,33.773,-83.64
8931,33.768,-83.633
8932,33.79,-83.674
8933,33.781,-83.657
8934,33.777,-83.65
8935,33.73,-83.294
8936,38.245,-75.504
8937,41.641,-70.56
8938,38.204,-75.475
8939,41.356,-70.524
8940,41.358,-70.524
8941,43.407,-70.628
8942,41.288,-70.174
8943,38.888,-78.168
8944,41.337,-70.524
8945,41.358,-70.52
8946,39.729,-74.449
8947,43.726,-79.609
8948,43.242,-79.061
8949,43.14,-79.046
8950,43.137,-79.055
8951,43.136,-79.055
8952,43.648,-79.465
8953,43.644,-79.468
8954,43.726,-79.612
8955,43.643,-79.465
8956,43.991,-77.702
8957,43.249,-81.843
8958,43.245,-81.846
8959,44.174,-78.086
8960,44.174,-78.089
8961,44.173,-78.091
8962,43.732,-79.361
8963,43.734,-79.359
8964,43.281,-79.979
8965,43.279,-79.975
8966,44.588,-79.072
8967,44.421,-78.271
8968,44.34,-78.211
8969,43.321,-80.312
8970,43.232,-80.337
8971,43.231,-80.337
8972,42.704,-80.461
8973,42.703,-80.35
8974,43.69,-80.415
8975,44.074,-78.502
8976,44.087,-78.507
8977,43.871,-78.776
8978,42.643,-81.536
8979,42.656,-81.787
8980,42.241,-83.083
8981,42.263,-83.072
8982,43.664,-79.508
8983,44.254,-79.53
8984,44.246,-79.542
8985,44.422,-79.824
8986,43.994,-77.701
8987,42.85,-80.356
8988,43.203,-81.958
8989,43.228,-81.905
8990,43.244,-81.876
8991,44.128,-77.819
8992,44.146,-77.942
8993,44.116,-78.091
8994,43.222,-80.03
8995,43.733,-79.359
8996,44.223,-80.187
8997,45.381,-79.223
8998,43.819,-79.171
8999,43.998,-77.726
9000,43.05,-79.028
9001,43.125,-79.071
9002,43.89,-77.215
9003,43.897,-77.223
9004,43.913,-77.245
9005,42.984,-81.257
9006,44.969,-81.366
9007,44.75,-79.72
9008,44.849,-80.015
9009,44.302,-81.59
9010,45.39,-79.199
9011,43.542,-80.213
9012,43.595,-80.267
9013,43.577,-80.228
9014,43.579,-80.234
9015,43.683,-79.994
9016,42.679,-80.478
9017,42.653,-80.57
9018,44.847,-79.865
9019,43.357,-81.466
9020,45.227,-81.48
9021,44.605,-79.481
9022,44.745,-79.656
9023,44.849,-80.027
9024,44.743,-79.66
9025,42.986,-81.258
9026,43.541,-80.216
9027,43.602,-80.256
9028,43.594,-80.267
9029,43.687,-79.985
9030,42.672,-80.479
9031,42.702,-80.328
9032,44.116,-81.004
9033,43.356,-81.472
9034,43.273,-81.825
9035,42.709,-80.343
9036,43.274,-81.818
9037,44.97,-81.366
9038,44.301,-81.589
9039,45.228,-81.482
9040,45.195,-81.578
9041,43.822,-80.005
9042,43.822,-80.012
9043,45.192,-81.584
9044,43.092,-79.299
9045,43.237,-81.876
9046,43.09,-79.295
9047,43.248,-81.845
9048,42.856,-79.556
9049,42.851,-79.558
9050,43.426,-80.181
9051,43.281,-81.807
9052,43.58,-80.228
9053,42.81,-79.956
9054,43.274,-81.824
9055,43.273,-81.826
9056,42.816,-79.958
9057,42.843,-79.546
9058,43.251,-81.846
9059,43.251,-81.827
9060,43.247,-81.852
9061,43.239,-81.845
9062,43.099,-79.269
9063,43.095,-79.269
9064,43.101,-79.274
9065,42.852,-79.552
9066,32.583,-85.5
9067,32.666,-85.484
9068,31.145,-86.655
9069,38.952,-92.334
9070,42.195,-79.791
9071,27.588,-81.108
9072,37.397,-80.821
9073,37.141,-80.119
9074,36.911,-80.32
9075,37.32,-80.639
9076,37.5,-80.111
9077,37.499,-79.877
9078,37.294,-80.495
9079,37.378,-79.807
9080,37.23,-80.414
9081,37.067,-80.441
9082,37.41,-79.913
9083,37.157,-80.319
9084,37.229,-80.424
9085,37.554,-77.46
9086,37.243,-80.414
9087,37.172,-80.386
9088,37.608,-79.143
9089,37.36,-80.535
9090,37.281,-80.468
9091,38.213,-79.591
9092,37.174,-80.389
9093,37.052,-80.327
9094,36.694,-76.024
9095,37.431,-75.87
9096,36.716,-76.016
9097,37.589,-75.821
9098,37.38,-75.982
9099,37.776,-75.642
9100,37.398,-75.886
9101,37.81,-75.632
9102,37.713,-75.671
9103,38.331,-75.679
9104,37.584,-75.821
9105,33.522,-88.722
9106,33.511,-88.736
9107,33.471,-88.781
9108,33.45,-88.818
9109,33.338,-88.872
9110,33.392,-88.711
9111,33.928,-88.855
9112,33.753,-88.841
9113,33.416,-88.714
9114,33.454,-88.789
9115,33.55,-81.633
9116,32.8,-79.942
9117,31.051,-82.422
9118,38.781,-90.675
9119,38.884,-94.822
9120,32.835,-80.655
9121,34.03,-80.897
9122,35.184,-89.895
9123,30.459,-84.278
9124,30.26,-84.869
9125,32.577,-93.882
9126,35.606,-75.768
9127,30.546,-86.076
9128,34.177,-77.871
9129,32.51,-84.875
9130,43.464,-77.665
9131,30.324,-82.302
9132,35.05,-78.829
9133,37.378,-77.586
9134,39.49,-82.483
9135,43.808,-70.33
9136,36.51,-82.299
9137,40.566,-74.62
9138,43.106,-73.855
9139,38.432,-88.432
9140,39.137,-77.203
9141,38.087,-88.179
9142,40.659,-73.838
9143,39.081,-77.639
9144,41.894,-87.645
9145,41.448,-87.978
9146,42.479,-71.397
9147,39.576,-75.644
9148,41.747,-89.299
9149,40.635,-73.951
9150,41.306,-70.142
9151,40.398,-77.266
9152,39.802,-74.961
9153,43.067,-89.418
9154,37.114,-90.461
9155,40.564,-74.137
9156,44.418,-88.465
9157,35.791,-83.522
9158,44.109,-73.778
9159,40.777,-73.97
9160,40.959,-74.074
9161,40.852,-76.71
9162,42.643,-70.865
9163,41.642,-90.622
9164,41.337,-93.564
9165,35.153,-83.422
9166,45.006,-93.475
9167,41.852,-88.086
9168,43.018,-87.482
9169,39.922,-76.728
9170,30.207,-92.064
9171,41.227,-73.366
9172,42.66,-83.384
9173,38.993,-76.561
9174,42.912,-71.723
9175,40.21,-75.37
9176,33.208,-79.954
9177,41.686,-93.053
9178,38.408,-91.073
9179,34.764,-86.551
9180,41.684,-93.57
9181,36.079,-79.789
9182,40.009,-75.133
9183,38.99,-92.311
9184,36.169,-86.785
9185,39.927,-77.724
9186,39.328,-75.122
9187,42.326,-87.436
9188,38.834,-77.276
9189,36.996,-86.424
9190,43.933,-90.114
9191,38.02,-87.586
9192,40.484,-86.114
9193,41.034,-74.3
9194,43.032,-85.547
9195,35.219,-93.721
9196,47.08,-86.564
9197,40.367,-76.458
9198,43.361,-87.497
9199,44.463,-73.069
9200,39.687,-83.895
9201,43.428,-89.943
9202,45.468,-92.453
9203,40.283,-74.704
9204,45.453,-93.769
9205,44.247,-94.734
9206,45.069,-91.284
9207,41.401,-89.528
9208,35.705,-79.251
9209,37.786,-89.381
9210,35.843,-86.417
9211,36.5,-87.381
9212,41.402,-74.306
9213,37.175,-80.387
9214,42.118,-80.096
9215,30.685,-88.197
9216,37.732,-87.087
9217,39.743,-82.238
9218,34.9,-94.703
9219,38.476,-85.711
9220,39.3,-76.611
9221,35.904,-94.997
9222,38.641,-90.446
9223,38.904,-77.017
9224,42.285,-83.262
9225,39.97,-83.007
9226,43.755,-88.493
9227,40.73,-73.589
9228,40.44,-74.408
9229,40.187,-87.727
9230,41.153,-73.746
9231,30.291,-92.411
9232,43.677,-93.947
9233,39.086,-74.848
9234,30.666,-86.594
9235,40.413,-76.793
9236,32.393,-81.744
9237,44.031,-73.142
9238,42.332,-71.02
9239,38.826,-76.847
9240,40.859,-74.547
9241,39.555,-78.257
9242,40.139,-88.197
9243,36.063,-79.119
9244,41.401,-71.618
9245,43.908,-91.112
9246,39.783,-86.136
9247,43.293,-91.851
9248,39.974,-75.75
9249,45.476,-84.495
9250,41.331,-93.094
9251,36.037,-78.878
9252,41.35,-72.9
9253,35.91,-92.699
9254,35.146,-92.325
9255,42.078,-91.598
9256,45.038,-92.89
9257,37.8,-83.82
9258,43.293,-71.036
9259,39.252,-76.924
9260,47.096,-94.913
9261,42.038,-93.466
9262,39.754,-84.291
9263,41.669,-91.589
9264,41.682,-83.469
9265,42.093,-92.058
9266,41.155,-74.025
9267,43.588,-72.592
9268,33.79,-84.468
9269,35.828,-90.63
9270,41.94,-88.428
9271,40.944,-72.692
9272,32.358,-80.689
9273,38.217,-94.845
9274,43.427,-70.67
9275,39.197,-84.544
9276,43.472,-89.33
9277,34.454,-86.846
9278,44.474,-87.996
9279,39.451,-81.491
9280,40.2,-80.252
9281,36.073,-81.92
9282,44.29,-92.233
9283,39.316,-94.422
9284,35.971,-94.218
9285,41.283,-86.648
9286,40.406,-91.168
9287,35.42,-88.611
9288,42.252,-83.845
9289,39.876,-74.663
9290,42.754,-87.415
9291,43.014,-88.774
9292,45.507,-69.976
9293,44.042,-69.039
9294,47.517,-91.412
9295,43.995,-76.054
9296,47.579,-92.515
9297,44.565,-68.371
9298,44.488,-75.074
9299,38.903,-80.231
9300,43.089,-83.224
9301,40.731,-74.079
9302,39.869,-77.218
9303,40.919,-75.705
9304,35.609,-82.53
9305,39.917,-83.784
9306,39.537,-76.3
9307,39.263,-80.701
9308,41.755,-73.74
9309,41.916,-83.487
9310,42.857,-77.303
9311,43.001,-90.134
9312,33.94,-84.574
9313,39.917,-75.399
9314,40.337,-75.107
9315,42.312,-71.94
9316,43.994,-69.514
9317,42.668,-88.542
9318,30.659,-87.746
9319,42.753,-78.778
9320,35.336,-82.48
9321,42.58,-87.425
9322,35.79,-78.651
9323,42.671,-82.911
9324,40.914,-79.919
9325,42.17,-71.18
9326,40.849,-73.853
9327,42.339,-72.664
9328,37.506,-94.854
9329,37.322,-84.928
9330,41.092,-85.072
9331,36.393,-79.333
9332,42.246,-85.533
9333,41.029,-93.784
9334,42.989,-71.099
9335,46.602,-93.42
9336,33.909,-78.977
9337,45.59,-84.987
9338,41.473,-72.109
9339,37.866,-91.79
9340,42.925,-72.248
9341,31.981,-81.085
9342,41.381,-70.702
9343,39.863,-85.007
9344,43.826,-89.409
9345,43.461,-76.209
9346,40.614,-75.591
9347,37.815,-79.448
9348,34.858,-76.527
9349,43.6,-90.815
9350,38.493,-80.43
9351,41.947,-74.265
9352,40.469,-79.981
9353,39.007,-94.343
9354,40.042,-76.25
9355,30.389,-85.198
9356,33.959,-84.023
9357,38.679,-85.752
9358,35.197,-94.275
9359,37.152,-91.398
9360,34.899,-85.137
9361,38.222,-75.31
9362,42.248,-73.627
9363,45.015,-93.1
9364,43.007,-76.196
9365,42.039,-93.939
9366,41.145,-82.595
9367,41.792,-73.235
9368,28.059,-81.139
9369,34.998,-93.408
9370,40.311,-79.467
9371,36.372,-75.941
9372,42.375,-73.214
9373,39.989,-94.804
9374,36.723,-83.681
9375,35.601,-84.95
9376,39.204,-78.264
9377,31.483,-81.37
9378,46.491,-94.071
9379,31.32,-84.455
9380,28.514,-81.323
9381,30.704,-87.014
9382,39.239,-76.124
9383,35.569,-83.466
9384,44.021,-92.869
9385,38.168,-79.147
9386,36.931,-80.35
9387,40.66,-74.309
9388,44.275,-72.609
9389,35.247,-80.834
9390,42.243,-85.012
9391,37.384,-89.685
9392,41.137,-74.692
9393,30.708,-91.605
9394,35.606,-88.833
9395,36.338,-94.256
9396,33.446,-94.422
9397,43.116,-74.424
9398,41.14,-87.861
9399,41.799,-70.211
9400,40.053,-84.228
9401,39.116,-77.992
9402,48.768,-94.905
9403,37.766,-75.758
9404,37.97,-85.703
9405,39.47,-77.398
9406,34.644,-83.743
9407,41.428,-73.744
9408,35.7,-77.922
9409,39.604,-77.815
9410,30.544,-91.093
9411,44.417,-69.766
9412,32.042,-84.204
9413,28.764,-81.712
9414,40.389,-86.894
9415,41.056,-75.329
9416,39.069,-93.803
9417,39.368,-81.161
9418,38.04,-84.458
9419,43.488,-83.437
9420,40.787,-74.246
9421,42.324,-88.452
9422,43.275,-91.383
9423,41.749,-71.087
9424,37.258,-93.341
9425,40.909,-77.848
9426,44.821,-93.801
9427,38.701,-77.48
9428,41.898,-90.534
9429,40.165,-77.263
9430,41.685,-92.523
9431,44.39,-91.759
9432,42.596,-86.635
9433,40.287,-74.152
9434,42.42,-76.939
9435,43.647,-86.808
9436,44.003,-72.37
9437,39.312,-78.612
9438,47.491,-93.613
9439,47.539,-90.29
9440,45.805,-86.901
9441,39.866,-74.259
9442,38.685,-78.169
9443,44.652,-71.289
9444,45.667,-88.773
9445,44.594,-74.311
9446,37.119,-82.861
9447,40.565,-74.912
9448,47.682,-88.149
9449,35.688,-83.923
9450,41.122,-81.535
9451,44.505,-69.14
9452,44.997,-88.207
9453,43.581,-73.038
9454,46.463,-91.893
9455,44.973,-70.445
9456,41.44,-76.512
9457,42.194,-74.967
9458,42.337,-89.161
9459,46.604,-92.671
9460,46.727,-68.649
9461,43.917,-69.844
9462,46.998,-88.652
9463,42.584,-72.592
9464,42.155,-76.747
9465,41.791,-76.502
9466,46.952,-94.334
9467,45.716,-89.535
9468,44.495,-70.734
9469,42.999,-72.716
9470,44.604,-72.638
9471,45.391,-68.657
9472,44.828,-72.252
9473,43.868,-71.202
9474,45.212,-90.505
9475,44.333,-84.128
9476,44.967,-67.609
9477,45.679,-90.36
9478,46.17,-88.54
9479,42.588,-73.974
9480,44.406,-92.716
9481,27.903,-82.74
9482,42.47,-91.839
9483,27.907,-82.35
9484,28.714,-82.075
9485,38.257,-90.543
9486,34.639,-79.101
9487,30.162,-94.823
9488,37.425,-76.269
9489,28.298,-80.7
9490,37.503,-76.983
9491,29.987,-81.858
9492,35.591,-77.372
9493,32.548,-94.374
9494,34.483,-82.006
9495,30.335,-81.648
9496,38.429,-76.047
9497,39.498,-92.006
9498,33.051,-82.012
9499,40.815,-90.938
9500,35.482,-76.842
9501,30.458,-88.62
9502,34.975,-80.11
9503,33.467,-92.169
9504,30.069,-89.939
9505,34.97,-81.183
9506,36.945,-90.946
9507,35.31,-79.481
9508,35.001,-79.746
9509,32.402,-89.118
9510,42.734,-94.678
9511,39.193,-86.239
9512,38.547,-86.489
9513,31.111,-93.182
9514,29.81,-84.799
9515,41.899,-84.046
9516,46.055,-85.168
9517,43.15,-70.94
9518,43.11,-70.95
9519,43.17,-70.933
9520,43.1,-70.994
9521,44.26,-71.441
9522,43.98,-71.119
9523,44.47,-71.184
9524,44.27,-71.238
9525,44.38,-71.28
9526,44.09,-71.352
9527,44.08,-71.248
9528,44.57,-71.185
9529,44.22,-71.412
9530,44.27,-71.351
9531,44.36,-71.389
9532,43.98,-71.137
9533,44.27,-71.3
9534,44.35,-68.34
9535,43.13,-70.93
9536,44.99,-71.44
9537,45.19,-71.12
9538,45.19,-71.15
9539,43.13,-70.97
9540,42.89,-70.87
9541,42.89,-70.81
9542,44.05,-72.07
9543,42.73,-71.65
9544,42.72,-71.65
9545,43.14,-70.94
9546,43.04,-70.71
9547,42.89,-70.86
9548,44.88,-71.5
9549,44.15,-71.39
9550,44.1,-71.9
9551,44.04,-71.87
9552,44.01,-71.57
9553,43.93,-71.38
9554,44.28,-71.28
9555,44.976,-93.323
9556,44.91,-93.724
9557,44.909,-93.727
9558,44.912,-93.722
9559,44.911,-93.725
9560,44.912,-93.726
9561,44.911,-93.72
9562,45.465,-93.72
9563,45.133,-94.509
9564,45.137,-94.507
9565,44.206,-93.677
9566,44.218,-93.596
9567,44.263,-93.545
9568,44.208,-93.677
9569,45.466,-93.731
9570,46.737,-92.73
9571,45.46,-93.721
9572,45.479,-93.7
9573,47.34,-93.646
9574,44.486,-92.444
9575,44.442,-92.459
9576,44.23,-92.381
9577,44.463,-92.473
9578,44.495,-92.432
9579,44.471,-92.457
9580,44.453,-92.458
9581,44.506,-92.379
9582,45.009,-93.686
9583,45.037,-93.766
9584,44.994,-93.616
9585,44.992,-93.868
9586,45.014,-93.848
9587,44.992,-93.867
9588,44.992,-93.848
9589,44.992,-93.616
9590,45.13,-94.269
9591,45.161,-94.196
9592,45.121,-94.281
9593,45.134,-94.439
9594,46.799,-94.545
9595,46.802,-94.513
9596,47.462,-94.356
9597,47.531,-94.323
9598,44.401,-93.728
9599,44.341,-93.727
9600,44.453,-93.708
9601,44.434,-93.707
9602,44.447,-93.702
9603,44.322,-93.755
9604,44.47,-93.707
9605,46.737,-92.775
9606,46.736,-92.73
9607,45.146,-94.267
9608,47.437,-94.427
9609,47.455,-94.391
9610,46.775,-94.766
9611,46.76,-94.769
9612,44.4,-93.728
9613,44.213,-93.664
9614,45.472,-93.72
9615,45.478,-93.717
9616,45.479,-93.715
9617,46.798,-94.576
9618,45.015,-93.848
9619,47.288,-94.489
9620,44.413,-93.728
9621,44.337,-93.758
9622,44.218,-93.663
9623,44.222,-93.628
9624,46.737,-92.792
9625,46.737,-92.819
9626,46.737,-92.756
9627,45.471,-93.705
9628,46.709,-92.64
9629,46.73,-92.83
9630,46.804,-94.721
9631,47.455,-94.39
9632,47.427,-94.438
9633,46.768,-94.839
9634,47.342,-94.49
9635,47.357,-93.687
9636,47.398,-93.795
9637,47.417,-93.817
9638,47.352,-93.675
9639,46.805,-94.72
9640,47.55,-94.315
9641,47.412,-93.812
9642,44.225,-93.653
9643,46.747,-94.906
9644,46.765,-94.818
9645,44.501,-92.405
9646,45.618,-93.801
9647,45.602,-93.738
9648,45.603,-93.662
9649,44.235,-93.585
9650,44.218,-93.604
9651,44.148,-91.987
9652,44.159,-92.019
9653,44.229,-92.239
9654,44.159,-91.93
9655,44.15,-92.002
9656,44.159,-92.018
9657,44.168,-91.93
9658,44.155,-91.953
9659,45.143,-93.666
9660,45.146,-93.692
9661,45.155,-93.672
9662,45.01,-93.666
9663,45.143,-93.789
9664,45.035,-93.776
9665,44.485,-92.433
9666,44.467,-92.468
9667,44.228,-92.384
9668,44.47,-92.406
9669,44.397,-92.439
9670,44.502,-92.388
9671,44.317,-92.449
9672,45.138,-94.451
9673,45.16,-94.196
9674,45.134,-94.441
9675,45.146,-94.264
9676,45.138,-94.573
9677,46.717,-94.405
9678,44.652,-93.319
9679,44.703,-93.179
9680,45.577,-93.589
9681,46.737,-92.67
9682,46.723,-92.671
9683,46.68,-94.741
9684,46.716,-94.711
9685,46.733,-94.356
9686,47.451,-94.391
9687,47.406,-94.474
9688,44.332,-92.446
9689,45.603,-93.693
9690,45.14,-93.698
9691,44.225,-93.652
9692,44.989,-92.901
9693,44.95,-92.879
9694,43.613,-91.364
9695,43.526,-91.351
9696,43.601,-91.342
9697,43.614,-91.364
9698,45.604,-93.849
9699,45.603,-93.695
9700,45.605,-93.882
9701,44.19,-91.93
9702,45.035,-93.774
9703,45.03,-93.727
9704,44.229,-92.238
9705,43.834,-93.128
9706,43.506,-91.297
9707,44.61,-94.041
9708,44.423,-94.075
9709,44.261,-92.402
9710,45.121,-94.282
9711,46.719,-94.609
9712,47.346,-94.49
9713,44.654,-93.291
9714,44.255,-94.651
9715,45.012,-92.883
9716,43.533,-91.35
9717,45.604,-93.822
9718,45.573,-93.492
9719,44.167,-92.02
9720,45.144,-93.666
9721,45.154,-93.673
9722,45.007,-93.849
9723,44.3,-94.427
9724,44.48,-92.446
9725,43.805,-93.499
9726,44.509,-94.899
9727,47.698,-92.044
9728,47.738,-90.777
9729,46.722,-92.671
9730,47.749,-92.015
9731,46.737,-92.75
9732,47.721,-90.831
9733,47.731,-90.704
9734,47.739,-92.021
9735,47.761,-92.002
9736,46.736,-92.745
9737,46.737,-92.706
9738,46.733,-94.349
9739,46.718,-94.63
9740,47.369,-94.497
9741,46.722,-92.638
9742,47.714,-92.045
9743,47.683,-92.054
9744,47.724,-92.034
9745,43.811,-93.293
9746,44.651,-94.895
9747,43.695,-91.55
9748,44.629,-94.036
9749,45.595,-93.646
9750,47.739,-90.774
9751,43.524,-91.314
9752,45.604,-93.86
9753,46.68,-94.742
9754,46.727,-94.387
9755,46.68,-94.744
9756,46.733,-94.361
9757,47.407,-94.474
9758,43.902,-92.223
9759,45.466,-93.733
9760,44.217,-93.664
9761,45.084,-92.786
9762,45.153,-93.823
9763,44.653,-93.291
9764,43.884,-92.308
9765,43.852,-93.086
9766,47.559,-94.123
9767,45.483,-93.707
9768,48.479,-93.723
9769,44.206,-93.676
9770,44.218,-93.605
9771,44.226,-92.384
