"site","latitude","longitude"
77467,40.872,-73.922
77468,42.327,-72.533
77469,41.189,-81.655
77470,46.497,-80.993
77471,44.432,-67.894
77472,45.694,-64.449
77473,44.546,-70.909
77474,42.29,-71.187
77475,46.345,-94.25
77476,39.026,-77.039
77477,41.471,-81.835
77478,43.934,-79.442
77479,45.045,-93.044
77480,40.751,-72.941
77481,42.499,-83.368
77482,39.994,-76
77483,29.729,-82.369
77484,46.471,-94.05
77485,44.477,-73.189
77486,42.403,-71.185
77487,34.69,-79.205
77488,35.385,-79.255
77489,43.804,-80.035
77490,46.025,-60.385
77491,41.921,-89.349
77492,39.358,-84.123
77493,46.398,-72.512
77494,47.677,-94.895
77495,44.674,-63.497
77496,38.342,-80.163
77497,46.389,-71.11
77498,40.69,-79.164
77499,41.568,-70.605
77500,29.62,-82.321
77501,41.218,-75.846
77502,41.668,-91.544
77503,41.819,-80.779
77504,39.794,-76.609
77505,42.903,-71.063
77506,45.346,-79.131
77507,42.703,-70.775
77508,44.957,-70.571
77509,41.91,-72.831
77510,40.278,-75.389
77511,42.357,-71.052
77512,45.794,-82.737
77513,39.798,-83.888
77514,34.359,-77.816
77515,42.463,-71.063
77516,43.07,-87.902
77517,44.355,-72.507
77518,41.59,-81.225
77519,41.049,-82.271
77520,39.735,-75.947
77521,39.153,-84.588
77522,40.293,-82.263
77523,38.617,-78.707
77524,41.832,-87.792
77525,37.102,-76.26
77526,43.419,-80.528
77527,41.781,-70.027
77528,45.159,-93.291
77529,45.55,-73.912
77530,46.899,-71.742
77531,39.191,-76.879
77532,43.557,-79.659
77533,45.955,-66.645
77534,44.207,-77.602
77535,43.831,-73.193
77536,35.942,-78.563
77537,40.688,-82.538
77538,46.015,-71.773
77539,42.341,-88.103
77540,33.017,-87.473
77541,44.851,-79.864
77542,39.555,-84.737
77543,32.406,-80.496
77544,45.409,-93.717
77545,42.251,-71.215
77546,41.578,-93.264
77547,43.208,-79.836
77548,42.897,-72.276
77549,40.991,-87.555
77550,35.625,-82.492
77551,42.972,-72.634
77552,45.072,-93.251
77553,45.251,-69.242
77554,44.818,-63.612
77555,39.265,-76.817
77556,28.41,-82.543
77557,44.809,-93.781
77558,40.431,-86.91
77559,38.947,-90.547
77560,36.079,-84.803
77561,43.172,-89.211
77562,43.984,-89.836
77563,44.923,-92.942
77564,39.907,-82.979
77565,40.956,-81.513
77566,37.369,-75.927
77567,45.401,-75.694
77568,41.422,-87.992
77569,37.717,-84.296
77570,31.75,-85.995
77571,41.937,-70.034
77572,43.21,-79.81
77573,34.391,-84.611
77574,40.122,-82.415
77575,41.789,-87.59
77576,41.346,-73.883
77577,38.518,-75.053
77578,38.556,-78.388
77579,45.172,-78.587
77580,43.269,-80.566
77581,43.188,-90.218
77582,42.342,-71.216
77583,45.229,-76.196
77584,30.624,-81.606
77585,39.639,-75.746
77586,43.239,-89.629
77587,43.819,-88.026
77588,38.693,-77.294
77589,42.035,-82.734
77590,41.726,-90.534
77591,47.807,-92.272
77592,38.917,-76.525
77593,47.802,-91.354
77594,47.478,-91.111
77595,42.373,-84.437
77596,46.423,-63.806
77597,42.721,-73.974
77598,40.625,-79.157
77599,38.723,-83.203
77600,43.483,-80.569
77601,30.398,-86.612
77602,44.231,-69.044
77603,41.456,-71.485
77604,38.416,-90.307
77605,32.385,-89.079
77606,42.371,-71.146
77607,39.224,-76.745
77608,45.376,-63.262
77609,40.819,-72.704
77610,40.893,-73.084
77611,42.797,-70.912
77612,38.69,-75.388
77613,44.598,-72.627
77614,38.059,-78.468
77615,43.029,-77.58
77616,32.595,-85.484
77617,38.613,-90.249
77618,41.747,-88.274
77619,39.007,-77.012
77620,30.738,-82.142
77621,43.101,-75.233
77622,44.343,-80.158
77623,34.663,-77.346
77624,35.833,-78.793
77625,41.834,-88.729
77626,44.252,-72.553
77627,42.332,-75.154
77628,42.264,-89.047
77629,40.631,-75.382
77630,41.247,-74.49
77631,36.169,-78.734
77632,43.659,-88.137
77633,42.931,-78.867
77634,39.298,-84.691
77635,40.642,-76.072
77636,39.189,-76.756
77637,45.353,-75.667
77638,39.961,-75.698
77639,40.729,-73.836
77640,43.238,-79.814
77641,39.287,-84.239
77642,40.314,-83.085
77643,44.424,-65.101
77644,41.51,-90.635
77645,40.351,-74.658
77646,42.67,-73.753
77647,43.096,-77.672
77648,48.045,-92.837
77649,38.981,-77.012
77650,43.378,-89.733
77651,43.319,-89.616
77652,36.986,-86.456
77653,38.867,-76.858
77654,47.604,-52.682
77655,40.744,-74.007
77656,30.248,-88.087
77657,41.009,-81.395
77658,41.959,-93.401
77659,46.429,-81.093
77660,43.867,-92.956
77661,39.699,-74.269
77662,47.829,-69.545
77663,41.547,-84.168
77664,37.715,-89.223
77665,45.079,-67.047
77666,46.772,-82.256
77667,42.394,-71.254
77668,42.279,-83.338
77669,40.72,-75.548
77670,39.308,-84.317
77671,41.27,-72.766
77672,39.972,-82.818
77673,35.308,-80.73
77674,38.456,-90.347
77675,42.582,-89.768
77676,45.964,-60.459
77677,43.7,-72.507
77678,44.564,-80.559
77679,46.535,-88.07
77680,43.108,-71.659
77681,45.918,-80.56
77682,35.969,-78.969
77683,40.027,-75.315
77684,35.44,-83.785
77685,43.646,-79.938
77686,46.432,-61.106
77687,48.667,-93.623
77688,43.769,-79.415
77689,30.35,-82.949
77690,38.459,-90.197
77691,38.186,-78.965
77692,45.879,-77.246
77693,45.768,-75.778
77694,44.03,-92.43
77695,41.45,-73.251
77696,44.839,-93.355
77697,42.318,-71.386
77698,36.071,-78.869
77699,41.214,-81.418
77700,34.256,-77.948
77701,47.595,-70.186
77702,45.192,-93.183
77703,41.338,-72.186
77704,29.68,-82.435
77705,43.771,-72.595
77706,38.24,-85.053
77707,43.198,-79.573
77708,33.777,-84.368
77709,34.929,-82.366
77710,35.947,-78.49
77711,42.67,-75.53
77712,40.932,-77.68
77713,44.99,-64.534
77714,30.284,-81.718
77715,43.224,-79.719
77716,38.526,-90.356
77717,40.899,-73.809
77718,42.298,-71.121
77719,45.484,-88.828
77720,40.056,-82.453
77721,44.253,-79.482
77722,39.621,-79.875
77723,41.515,-93.783
77724,43.606,-73.181
77725,38.446,-78.87
77726,30.059,-81.844
77727,33.792,-84.293
77728,43.042,-76.277
77729,34.997,-79.521
77730,41.191,-81.575
77731,45.544,-93.595
77732,40.041,-76.571
77733,46.808,-90.821
77734,44.186,-81.631
77735,42.923,-75.846
77736,33.453,-79.315
77737,43.191,-79.825
77738,44.925,-92.939
77739,48,-89.592
77740,45.852,-89.091
77741,42.354,-71.055
77742,42.753,-73.772
77743,39.23,-86.416
77744,41.764,-72.353
77745,44.41,-81.446
77746,33.801,-84.327
77747,37.834,-83.61
77748,41.843,-80.662
77749,44.839,-63.65
77750,42.467,-71.072
77751,38.557,-90.559
77752,41.225,-73.103
77753,42.333,-88.789
77754,44.345,-72.362
77755,36.401,-81.459
77756,38.889,-76.992
77757,42.085,-74.315
77758,45.398,-75.674
77759,39.744,-86.185
77760,43.73,-79.31
77761,43.517,-89.675
77762,44.661,-63.603
77763,39.468,-77.549
77764,45.921,-84.882
77765,38.918,-77.076
77766,42.219,-72.672
77767,42.319,-72.64
77768,45.094,-74.224
77769,33.669,-84.114
77770,37.138,-80.164
77771,40.087,-75.067
77772,45.381,-75.662
77773,45.51,-75.439
77774,44.762,-71.753
77775,40.099,-85.3
77776,44.994,-93.142
77777,34.303,-83.822
77778,47.996,-91.915
77779,44.382,-72.72
77780,41.52,-92.079
77781,39.662,-76.039
77782,43.658,-79.475
77783,36.157,-79.845
77784,41.206,-81.801
77785,42.333,-71.785
77786,40.88,-73.293
77787,45.54,-94.143
77788,44.797,-63.496
77789,37.597,-89.321
77790,42.029,-71.207
77791,45.487,-73.409
77792,41.363,-81.85
77793,35.294,-94.139
77794,36.143,-79.997
77795,40.627,-73.541
77796,43.112,-87.911
77797,42.398,-70.991
77798,43.727,-72.322
77799,31.906,-92.842
77800,35.28,-82.422
77801,48.367,-89.407
77802,43.031,-71.017
77803,36.118,-91.128
77804,45.85,-76.538
77805,45.002,-93.569
77806,44.753,-93.306
77807,43.6,-79.723
77808,37.596,-77.473
77809,44.815,-93.123
77810,42.814,-79.887
77811,42.242,-89.151
77812,39.415,-82.171
77813,36.544,-82.486
77814,45.07,-93.175
77815,45.385,-75.715
77816,44.446,-76.151
77817,44.762,-63.696
77818,45.96,-69.058
77819,44.495,-71.695
77820,42.406,-72.532
77821,41.29,-88.377
77822,40.048,-76.439
77823,44.378,-72.861
77824,33.951,-84.264
77825,42.847,-79.659
77826,38.942,-77.056
77827,45.532,-94.494
77828,43.855,-74.625
77829,38.936,-77.108
77830,39.069,-77.449
77831,41.834,-80.731
77832,33.814,-93.78
77833,41.635,-70.278
77834,37.336,-79.281
77835,40.545,-74.232
77836,40.28,-80.606
77837,45.274,-72.392
77838,45.316,-75.57
77839,44.274,-78.148
77840,41.1,-74.047
77841,41.829,-87.825
77842,48.814,-64.222
77843,43.569,-89.726
77844,43.337,-79.816
77845,44.416,-81.463
77846,46.486,-87.116
77847,46.466,-84.908
77848,41.992,-80.757
77849,44.756,-93.02
77850,43.392,-89.708
77851,39.808,-75.578
77852,40.268,-80.126
77853,40.364,-74.947
77854,45.509,-73.812
77855,44.002,-79.432
77856,45.457,-73.582
77857,40.816,-77.823
77858,38.837,-77.425
77859,43.581,-72.963
77860,42.222,-71.181
77861,38.49,-76.795
77862,41.757,-73.191
77863,44.415,-74.12
77864,46.512,-84.346
77865,40.569,-74.661
77866,41.99,-87.723
77867,41.435,-71.456
77868,38.956,-77.125
77869,43.712,-72.899
77870,41.815,-80.649
77871,42.218,-85.618
77872,42.933,-72.294
77873,42.008,-87.674
77874,48.899,-87.682
77875,37.336,-77.095
77876,41.487,-81.748
77877,48.31,-92.828
77878,41.204,-73.732
77879,33.447,-84.14
77880,41.555,-90.494
77881,42.331,-83.049
77882,43.068,-88.057
77883,41.787,-81.026
77884,44.966,-70.643
77885,41.922,-89.353
77886,45.185,-93.634
77887,44.099,-92.128
77888,43.346,-89.756
77889,43.321,-89.999
77890,43.375,-79.932
77891,37.277,-76.756
77892,44.473,-73.197
77893,45.101,-93.132
77894,45.654,-73.492
77895,46.76,-71.322
77896,38.743,-90.539
77897,38.164,-78.441
77898,45.418,-74.155
77899,43.716,-72.333
77900,43.998,-71.914
77901,45.357,-75.625
77902,44.341,-74.307
77903,39.113,-77.185
77904,39.897,-75.006
77905,43.67,-81.705
77906,37.237,-76.646
77907,42.374,-88.802
77908,35.302,-82.934
77909,43.426,-80.152
77910,46.164,-77.798
77911,44.781,-76.231
77912,43.224,-83.845
77913,44.198,-74.298
77914,43.706,-70.242
77915,46.578,-71.603
77916,40.07,-88.318
77917,39.235,-76.725
77918,42.121,-88.16
77919,42.32,-82.02
77920,42.043,-93.566
77921,39.548,-83.969
77922,40.786,-74.452
77923,38.886,-77.172
77924,42.927,-73.791
77925,41.499,-87.763
77926,44.896,-79.755
77927,28.187,-82.329
77928,45.511,-73.591
77929,42.98,-81.353
77930,44.351,-70.79
77931,42.04,-88.338
77932,48.151,-80.033
77933,38.617,-78.706
77934,42.475,-83.757
77935,43.101,-87.901
77936,45.592,-64.955
77937,44.746,-63.609
77938,39.32,-84.574
77939,43.936,-79.429
77940,40.775,-81.92
77941,40.776,-75.22
77942,41.783,-87.58
77943,43.552,-91.235
77944,45.03,-75.532
77945,34.896,-82.303
77946,44.338,-72.402
77947,43.079,-87.895
77948,42.571,-72.526
77949,45.33,-79.224
77950,39.098,-77.126
77951,41.399,-82.598
77952,39.851,-83.807
77953,41.976,-80.725
77954,44.267,-79.937
77955,41.713,-88.094
77956,47.745,-90.331
77957,45.001,-92.907
77958,45.347,-63.244
77959,31.402,-83.366
77960,38.685,-93.291
77961,38.896,-77.395
77962,44.836,-93.431
77963,44.142,-76.388
77964,43.065,-78.643
77965,43.347,-73.176
77966,46.146,-60.309
77967,40.778,-89.635
77968,40.89,-73.885
77969,43.566,-79.685
77970,48.23,-79.005
77971,45.647,-65.082
77972,40.055,-75.566
77973,35.688,-80.929
77974,41.505,-88.239
77975,46.931,-92.116
77976,44.729,-93.598
77977,42.373,-71.102
77978,43.734,-71.591
77979,38.116,-81.117
77980,44.927,-93.451
77981,45.263,-75.73
77982,46.575,-94.124
77983,42.421,-72.541
77984,41.438,-88.217
77985,40.607,-73.926
77986,31.427,-91.403
77987,42.291,-85.596
77988,38.809,-77.116
77989,42.42,-76.497
77990,47.789,-65.096
77991,43.222,-71.754
77992,39.231,-85.81
77993,35.527,-82.926
77994,35.687,-83.358
77995,39.591,-84.755
77996,46.913,-71.232
77997,36.174,-86.743
77998,39.568,-82.499
77999,45.413,-74.063
78000,41.667,-70.636
78001,41.802,-82.647
78002,43.292,-73.653
78003,43.836,-79.13
78004,43.419,-71.941
78005,40.437,-79.989
78006,33.477,-86.78
78007,43.654,-70.263
78008,45.495,-73.768
78009,35.702,-77.151
78010,42.823,-84.386
78011,45.21,-78.667
78012,44.381,-74.186
78013,30.626,-81.585
78014,38.575,-77.386
78015,38.804,-77.291
78016,44.992,-76.94
78017,31.146,-89.002
78018,42.101,-87.82
78019,41.628,-83.192
78020,46.514,-84.339
78021,42.644,-88.951
78022,34.037,-84.379
78023,43.701,-79.418
78024,41.026,-81.592
78025,42.821,-73.797
78026,43.653,-72.941
78027,38.639,-82.57
78028,44.284,-78.02
78029,36.139,-81.76
78030,45.354,-75.871
78031,41.284,-74.24
78032,42.768,-73.707
78033,43.188,-70.604
78034,31.341,-89.277
78035,44.261,-71.251
78036,43.281,-72.788
78037,38.691,-77.212
78038,39.717,-84.231
78039,45.061,-93.378
78040,42.686,-70.82
78041,42.627,-71.504
78042,45.177,-93.202
78043,45.456,-75.6
78044,32.747,-79.919
78045,39.524,-79.814
78046,42.379,-83.539
78047,38.829,-77.122
78048,41.389,-72.564
78049,44.665,-85.805
78050,45.456,-73.882
78051,42.414,-87.808
78052,41.124,-74.238
78053,42.296,-91.482
78054,35.483,-83.032
78055,42.413,-83.969
78056,42.263,-88.907
78057,39.984,-82.864
78058,43.941,-90.739
78059,30.59,-93.75
78060,44.474,-73.196
78061,47.619,-70.147
78062,44.316,-72.325
78063,39.903,-83.828
78064,35.609,-82.431
78065,41.869,-88.001
78066,40.572,-91.421
78067,35.89,-84.146
78068,44.68,-63.506
78069,40.055,-83.168
78070,43.641,-79.469
78071,46.144,-60.395
78072,29.798,-85.243
78073,45.372,-75.669
78074,45.723,-84.416
78075,41.835,-88.183
78076,39.497,-88.174
78077,38.734,-90.829
78078,35.496,-88.683
78079,46.24,-63.124
78080,28.152,-81.955
78081,38.637,-90.303
78082,44.875,-73.638
78083,42.657,-89.474
78084,43.001,-76.096
78085,45.054,-92.822
78086,39.277,-84.465
78087,44.361,-68.814
78088,39.802,-84.963
78089,40.787,-77.911
78090,32.537,-94.73
78091,44.958,-93.154
78092,42.557,-89.052
78093,40.283,-75.409
78094,42.323,-89.368
78095,44.289,-88.573
78096,30.63,-81.588
78097,43.706,-90.574
78098,38.637,-90.286
78099,44.737,-68.861
78100,40.784,-75.296
78101,42.349,-88.103
78102,33.678,-78.974
78103,38.527,-90.336
78104,48.909,-87.767
78105,35.984,-79.056
78106,36.215,-81.667
78107,41.699,-70.766
78108,42.684,-73.942
78109,43.238,-89.64
78110,38.928,-76.998
78111,37.318,-85.715
78112,44.665,-63.768
78113,37.544,-84.897
78114,43.118,-72.451
78115,30.4,-88.753
78116,45.123,-92.841
78117,42.598,-81.617
78118,41.817,-72.249
78119,44.935,-93.163
78120,38.843,-77.231
78121,42.269,-71.128
78122,30.224,-92.02
78123,38.939,-76.548
78124,42.282,-71.129
78125,45.675,-73.505
78126,43.866,-72.383
78127,44.951,-93.233
78128,42.499,-71.159
78129,43.919,-78.884
78130,43.939,-78.677
78131,47.817,-90.108
78132,41.384,-73.094
78133,42.751,-73.342
78134,39.135,-77.714
78135,40.157,-75.287
78136,38.901,-77.26
78137,51.075,-56.882
78138,43.089,-77.389
78139,38.802,-90.135
78140,42.046,-87.673
78141,44.582,-78.406
78142,42.998,-71.689
78143,45.05,-93.457
78144,43.469,-80.545
78145,38.472,-94.918
78146,44.331,-64.694
78147,40.572,-74.156
78148,42.469,-82.933
78149,44.545,-72.268
78150,40.103,-82.899
78151,41.349,-72.097
78152,42.697,-71.892
78153,42.744,-73.675
78154,43.603,-84.288
78155,41.658,-70.317
78156,40.353,-74.568
78157,40.116,-89.396
78158,41.214,-81.531
78159,33.333,-93.212
78160,49.458,-63
78161,39.759,-75.488
78162,35.557,-83.496
78163,44.157,-73.661
78164,43.416,-80.111
78165,40.545,-74.123
78166,40.503,-80.404
78167,40.983,-72.246
78168,44.779,-66.766
78169,44.335,-72.413
78170,31.068,-81.425
78171,45.229,-76.199
78172,28.362,-81.544
78173,44.979,-93.143
78174,43.726,-65.828
78175,30.647,-81.441
78176,35.003,-85.369
78177,38.518,-90.52
78178,42.435,-76.533
78179,42.112,-89.262
78180,38.561,-90.242
78181,30.7,-88.161
78182,36.001,-78.936
78183,45.542,-94.149
78184,43.526,-79.604
78185,38.772,-77.239
78186,43.287,-89.65
78187,41.984,-71.582
78188,38.854,-77.201
78189,41.618,-91.504
78190,36.003,-78.851
78191,43.126,-89.446
78192,40.739,-85.923
78193,46.891,-88.854
78194,48.153,-82.5
78195,41.921,-89.208
78196,42.918,-78.87
78197,44.342,-78.212
78198,33.179,-87.517
78199,42.042,-88.338
78200,43.122,-70.966
78201,40.904,-81.139
78202,42.463,-83.979
78203,42.635,-70.918
78204,38.81,-91.166
78205,45.855,-64.239
78206,41.9,-71.387
78207,40.188,-74.402
78208,42.001,-87.71
78209,45.13,-66.821
78210,38.666,-77.208
78211,38.89,-78.161
78212,46.662,-92.284
78213,44.264,-72.564
78214,38.646,-90.527
78215,45.557,-74.452
78216,45.167,-93.132
78217,42.406,-71.073
78218,41.693,-91.464
78219,45.077,-93.516
78220,40.117,-76.342
78221,35.217,-79.208
78222,39.753,-83.149
78223,41.834,-80.687
78224,44.661,-66.787
78225,42.948,-70.837
78226,33.674,-86.816
78227,39.827,-75.267
78228,38.882,-76.996
78229,40.466,-79.819
78230,44.515,-71.913
78231,32.319,-90.16
78232,35.679,-83.46
78233,41.486,-81.726
78234,44.162,-72.93
78235,40.078,-82.872
78236,42.29,-71.127
78237,37.1,-84.917
78238,43.345,-89.781
78239,42.646,-76.118
78240,40.791,-73.655
78241,40.416,-79.847
78242,35.139,-89.843
78243,44.38,-73.228
78244,42.608,-81.449
78245,39.837,-83.96
78246,44.133,-89.899
78247,49.166,-62.794
78248,47.774,-90.288
78249,42.527,-70.868
78250,44.556,-80.443
78251,39.945,-89.342
78252,47.336,-92.65
78253,39.962,-74.078
78254,46.211,-94.635
78255,43.915,-80.121
78256,28.071,-80.612
78257,47.464,-87.922
78258,34.851,-86.572
78259,42.175,-88.008
78260,46.017,-81.398
78261,44.501,-89.472
78262,45.563,-73.537
78263,42.657,-73.838
78264,44.854,-93.392
78265,40.77,-73.921
78266,36.955,-76.25
78267,41.609,-87.692
78268,39.81,-75.638
78269,38.85,-76.815
78270,41.718,-91.584
78271,44.39,-79.814
78272,41.275,-81.16
78273,44.443,-73.221
78274,31.804,-86.048
78275,39.088,-77.128
78276,45.024,-93.494
78277,45.078,-67.205
78278,35.058,-79.337
78279,41.207,-73.414
78280,41.669,-91.509
78281,35.793,-78.528
78282,44.753,-92.984
78283,45.399,-75.687
78284,46.031,-86.979
78285,41.367,-81.859
78286,41.818,-69.96
78287,40.976,-81.537
78288,43.211,-89.797
78289,39.311,-84.51
78290,38.826,-76.447
78291,35.238,-84.551
78292,38.921,-77.035
78293,40.128,-88.239
78294,42.971,-81.166
78295,45.415,-75.417
78296,41.975,-87.697
78297,46.533,-84.308
78298,36.583,-77.588
78299,41.146,-74.115
78300,39.003,-77.065
78301,39.691,-80.226
78302,38.573,-78.352
78303,48.168,-79.318
78304,40.883,-72.523
78305,44.659,-63.636
78306,42.858,-71.971
78307,42.751,-73.804
78308,40.302,-73.978
78309,38.606,-90.497
78310,42.563,-76.256
78311,43.155,-91.241
78312,41.544,-81.63
78313,45.4,-88.905
78314,41.895,-80.603
78315,43.317,-89.767
78316,41.183,-81.655
78317,44.642,-93.69
78318,42.389,-71.15
78319,47.045,-92.179
78320,40.776,-73.969
78321,42.011,-93.638
78322,41.549,-83.839
78323,38.919,-77.12
78324,44.239,-74.881
78325,45.972,-66.637
78326,45.976,-81.929
78327,42.772,-88.72
78328,44.17,-71.687
78329,48.436,-68.52
78330,40.445,-80.018
78331,45.37,-75.923
78332,42.854,-73.775
78333,41.246,-85.801
78334,39.023,-77.147
78335,42.101,-80.059
78336,38.495,-81.815
78337,39.847,-84.538
78338,39.598,-93.217
78339,45.167,-93.157
78340,40.052,-80.796
78341,40.611,-74.73
78342,38.718,-90.557
78343,45.63,-64.819
78344,43.819,-79.924
78345,45.567,-75.727
78346,38.541,-90.262
78347,39.139,-84.515
78348,37.716,-84.294
78349,35.687,-83.397
78350,40.72,-73.654
78351,40.329,-74.354
78352,33.962,-84.371
78353,44.598,-69.298
78354,47.582,-52.739
78355,42.197,-85.641
78356,34.356,-84.158
78357,38.967,-77.2
78358,38.03,-78.479
78359,36.053,-86.916
78360,41.973,-80.72
78361,39.059,-76.911
78362,39.12,-77.564
78363,41.77,-70.523
78364,39.992,-82.773
78365,38.477,-90.365
78366,42.418,-71.115
78367,32.348,-89.171
78368,38.752,-75.176
78369,43.121,-89.45
78370,45.151,-93.239
78371,46.541,-84.422
78372,43.787,-72.387
78373,29.376,-82.718
78374,35.684,-79.609
78375,49.081,-89.527
78376,43.853,-73.122
78377,42.542,-74.725
78378,43.854,-72.841
78379,48.172,-79.147
78380,38.666,-90.214
78381,38.78,-77.798
78382,41.753,-72.726
78383,38.036,-84.502
78384,28.658,-80.744
78385,39.935,-75.447
78386,47.479,-92.765
78387,40.781,-73.814
78388,42.224,-88.729
78389,41.941,-80.636
78390,38.988,-77.39
78391,40.078,-88.398
78392,43.207,-89.876
78393,27.857,-82.219
78394,42.427,-71.179
78395,45.34,-75.779
78396,39.764,-86.519
78397,41.379,-79.888
78398,46.407,-80.862
78399,41.848,-80.641
78400,28.737,-80.754
78401,39.884,-76.732
78402,39.43,-74.47
78403,44.357,-80.94
78404,43.163,-88.243
78405,44.648,-89.769
78406,45.008,-79.468
78407,41.482,-72.608
78408,48.437,-71.228
78409,43.251,-70.6
78410,35.327,-82.88
78411,42.928,-88.035
78412,37.66,-77.347
78413,40.093,-88.29
78414,41.26,-81.403
78415,38.998,-84.424
78416,49.784,-94.694
78417,39.187,-89.596
78418,44.565,-78.264
78419,37.364,-81.204
78420,43.089,-89.317
78421,38.903,-77.203
78422,45.069,-93.062
78423,33.454,-88.79
78424,44.67,-70.15
78425,40.588,-74.122
78426,45.651,-84.41
78427,47.514,-92.163
78428,40.05,-88.31
78429,45.539,-94.154
78430,35.139,-89.81
78431,42.569,-70.761
78432,34.284,-81.591
78433,38.45,-90.414
78434,43.663,-79.467
78435,42.945,-85.881
78436,40.671,-74.105
78437,40.917,-73.476
78438,41.853,-80.788
78439,41.666,-91.583
78440,46.652,-64.063
78441,37.832,-93.232
78442,36.489,-82.679
78443,45.477,-65.896
78444,44.412,-78.766
78445,38.92,-77.045
78446,43.471,-80.448
78447,44.093,-70.381
78448,45.528,-73.589
78449,36.127,-86.81
78450,43.843,-76.297
78451,35.937,-79.445
78452,41.543,-72.773
78453,40.898,-73.328
78454,28.376,-81.549
78455,39.809,-89.619
78456,43.034,-88.387
78457,45.092,-93.476
78458,41.089,-87.417
78459,44.677,-84.707
78460,29.822,-94.665
78461,44.362,-68.197
78462,35.606,-83.833
78463,43.269,-89.698
78464,43.624,-72.504
78465,37.614,-77.343
78466,35.425,-82.752
78467,44.478,-73.211
78468,42.768,-73.467
78469,41.814,-72.547
78470,41.119,-81.364
78471,38.799,-77.078
78472,45.058,-92.822
78473,44.706,-63.496
78474,37.465,-82.543
78475,43.273,-79.898
78476,37.561,-77.008
78477,42.6,-74.399
78478,44.338,-78.738
78479,41.772,-71.821
78480,34.312,-78.49
78481,42.334,-84.106
78482,36.029,-81.79
78483,36.292,-80.343
78484,32.252,-81.71
78485,45.94,-64.25
78486,44.713,-73.598
78487,40.523,-75.774
78488,40.343,-75.177
78489,42.385,-71.107
78490,37.591,-77.471
78491,42.415,-83.97
78492,35.158,-85.308
78493,44.255,-78.466
78494,40.691,-79.159
78495,40.994,-74.399
78496,41.417,-82.244
78497,39.509,-84.723
78498,42.283,-71.145
78499,42.295,-71.128
78500,39.808,-86.3
78501,40.467,-74.328
78502,42.57,-87.955
78503,35.136,-80.752
78504,36.392,-82.369
78505,41.916,-73.078
78506,30.399,-88.756
78507,44.45,-72.718
78508,43.446,-80.498
78509,42.109,-80.153
78510,42.59,-76.539
78511,42.509,-83.075
78512,46.442,-62.695
78513,39.855,-83.006
78514,27.829,-82.193
78515,38.392,-90.696
78516,39.145,-84.51
78517,38.544,-90.768
78518,39.378,-83.026
78519,43.605,-79.415
78520,45.976,-69.077
78521,44.452,-93.597
78522,42.246,-89.104
78523,46.343,-79.495
78524,40.751,-73.885
78525,45.532,-73.609
78526,44.947,-89.735
78527,45.445,-93.667
78528,43.772,-79.505
78529,41.971,-71.34
78530,46.134,-83.96
78531,39.033,-84.086
78532,43.428,-89.756
78533,41.318,-72.878
78534,28.139,-82.435
78535,35.955,-83.867
78536,46.297,-64.63
78537,44.599,-73.205
78538,43.668,-79.314
78539,45.527,-73.678
78540,42.043,-74.096
78541,42.846,-91.364
78542,39.215,-76.82
78543,42.302,-85.66
78544,43.913,-72.002
78545,41.834,-80.68
78546,43.365,-70.569
78547,43.526,-80.233
78548,40.381,-80.106
78549,43.027,-89.513
78550,49.915,-74.354
78551,43.51,-72.098
78552,41.013,-81.351
78553,45.027,-76.016
78554,38.827,-76.821
78555,47.221,-68.648
78556,40.561,-90.618
78557,40.675,-74.016
78558,40.076,-88.277
78559,43.177,-80.25
78560,46.688,-90.872
78561,35.698,-78.619
78562,45.424,-75.683
78563,47.58,-56.749
78564,44.676,-66.768
78565,41.495,-71.532
78566,40.747,-74.034
78567,33.558,-89.554
78568,38.627,-88.946
78569,35.002,-80.912
78570,40.793,-73.923
78571,35.532,-90.685
78572,41.989,-87.9
78573,36.099,-81.801
78574,36.003,-90.449
78575,41.507,-81.543
78576,44.362,-79.714
78577,42.728,-71.425
78578,38.112,-77.832
78579,35.217,-79.396
78580,41.021,-73.562
78581,42.027,-93.66
78582,38.792,-90.265
78583,43.73,-79.534
78584,41.707,-70.274
78585,40.81,-81.38
78586,38.862,-77.058
78587,35.836,-78.784
78588,41.302,-74.042
78589,34.995,-82.402
78590,40.043,-79.291
78591,44.74,-93.611
78592,41.64,-70.564
78593,42.169,-89.163
78594,44.601,-66.891
78595,36.7,-81.956
78596,29.649,-82.403
78597,43.862,-80.058
78598,43.377,-89.622
78599,41.479,-81.885
78600,45.25,-93.394
78601,40.073,-75.469
78602,30.447,-90.463
78603,39.886,-80.447
78604,43.565,-70.396
78605,43.99,-77.708
78606,48.372,-89.214
78607,46.396,-72.518
78608,42.399,-71.122
78609,38.85,-75.814
78610,43.07,-70.781
78611,42.581,-80.397
78612,44.302,-72.279
78613,43.869,-74.435
78614,40.468,-79.975
78615,32.347,-80.925
78616,42.492,-70.842
78617,41.287,-74.14
78618,34.152,-84.514
78619,42.562,-71.457
78620,41.678,-93.685
78621,40.198,-85.414
78622,41.465,-87.015
78623,46.774,-68.163
78624,43.695,-79.263
78625,42.766,-83.291
78626,35.997,-78.899
78627,41.322,-72.921
78628,41.775,-69.98
78629,44.559,-73.055
78630,42.448,-76.472
78631,43.808,-79.139
78632,45.569,-73.555
