"BBNA.code","species","sex","caste","latitude","longitude","year","dayno","observers","coordinates","avgGDD5","avgSummerPrecip","avgWinterPrecip","yearGDD5","summerSPI","winterSPI"
"BBNA_11790","impatiens","Male","Male",47.075635,-70.905539,2005,270,"Leif Richardson","47.076, -70.906",1616.567955,512.0397727,270.498139534884,1714.36,1.324331956,-0.683112981759218
"BBNA_11795","impatiens","Female","Queen",43.586337,-73.117247,2005,264,"Leif Richardson","43.586, -73.117",1672.307273,548.4438636,281.979069767442,1856.98,-0.343385375,-0.0475647166863109
"BBNA_11797","impatiens","Male","Male",44.351895,-72.352832,2005,284,"Leif Richardson","44.352, -72.353",1940.794205,438.4075,217.376511627907,2120.58,-0.1567737,0.0487937368022365
"BBNA_11816","impatiens","Female","Queen",44.39722,-73.23583,2002,121,"R.Bell","44.397, -73.236",2332.742273,400.1906818,171.555348837209,2310.965,0.384135686,-0.598663696454101
"BBNA_11817","impatiens","Female","Queen",43.663821,-73.3928,2002,127,"Leif Richardson","43.664, -73.393",2302.565682,421.2931818,219.106279069767,2308.105,-1.153667694,-1.06651074297011
"BBNA_11818","impatiens","Female","Queen",44.463927,-73.202225,2002,130,"Leif Richardson","44.464, -73.202",2264.056136,417.8170455,175.292093023256,2243.95,0.603677982,-0.621202976872094
"BBNA_11819","impatiens","Female","Queen",43.62194,-72.935,2002,159,"J.V. Freeman","43.622, -72.935",1992.939091,470.4577273,239.339069767442,2036.335,-1.518727798,-0.656490743936829
"BBNA_11889","impatiens","Female","Queen",43.611,-73.18,1992,207,"J.V. Freeman","43.611, -73.18",2258.275114,429.5947727,221.36,1949,-0.651439752,-1.32839463301964
"BBNA_18668","impatiens","Female","Queen",46.33972,-62.47028,2009,153,"","46.34, -62.47",1745.725,382.4813636,316.718372093023,1741.39,0.698155155,-0.284494309317471
"BBNA_18684","impatiens","Male","Male",46.33972,-62.47028,2009,217,"","46.34, -62.47",1745.725,382.4813636,316.718372093023,1741.39,0.698155155,-0.284494309317471
"BBNA_18729","impatiens","Female","Queen",46.41,-62.75389,2003,175,"","46.41, -62.754",1762.966705,374.3390909,308.33,1858.105,-0.354152962,-0.543812979837882
"BBNA_18730","impatiens","Female","Queen",46.41,-62.75389,2007,157,"","46.41, -62.754",1762.966705,374.3390909,308.33,1748.965,0.640849026,-1.34913494944194
"BBNA_18734","impatiens","Female","Queen",46.41,-62.75389,2004,217,"","46.41, -62.754",1762.966705,374.3390909,308.33,1691.015,-0.263274475,-0.857149866603138
"BBNA_18762","impatiens","Female","Queen",46.32583,-62.80028,2007,157,"","46.326, -62.8",1755.92375,386.3777273,317.675581395349,1739.165,0.637782775,-1.31605898019219
"BBNA_18841","impatiens","Female","Queen",46.97417,-64.08944,2008,177,"","46.974, -64.089",1712.606932,362.8809091,284.069534883721,1722.54,0.209341426,-0.517724783163198
"BBNA_18846","impatiens","Female","Queen",46.07972,-62.79139,2007,156,"","46.08, -62.791",1727.734318,416.4181818,340.844418604651,1699.16,0.796790005,-1.12105003863528
"BBNA_18852","impatiens","Female","Queen",46.29361,-62.70028,2009,153,"","46.294, -62.7",1764.997045,383.3297727,318.268604651163,1756.145,0.814823741,-0.0680418493735351
"BBNA_18898","impatiens","Female","Queen",46.41472,-62.89944,2007,156,"","46.415, -62.899",1770.436591,371.9490909,306.937209302326,1756.625,0.589980057,-1.42105811737014
"BBNA_18899","impatiens","Female","Queen",46.41472,-62.89944,2009,153,"","46.415, -62.899",1770.436591,371.9490909,306.937209302326,1755.625,1.081248302,0.0951918578061304
"BBNA_18929","impatiens","Male","Male",46.41472,-62.89944,2006,214,"","46.415, -62.899",1770.436591,371.9490909,306.937209302326,1954.925,0.282316644,-1.73138824466434
"BBNA_19039","impatiens","Male","Male",46.42833,-62.89278,2003,236,"","46.428, -62.893",1773.074773,370.4043182,305.580930232558,1876.235,-0.660149674,-0.58893385802055
"BBNA_19041","impatiens","Male","Male",46.42833,-62.89278,2004,217,"","46.428, -62.893",1773.074773,370.4043182,305.580930232558,1705.23,-0.298503365,-0.844650564185912
"BBNA_19046","impatiens","Female","Queen",46.36722,-62.33111,2007,177,"","46.367, -62.331",1733.109545,382.3940909,313.019069767442,1730.82,0.926699987,-1.05511323652666
"BBNA_19086","impatiens","Female","Queen",46.38472,-62.85944,2009,160,"","46.385, -62.859",1775.625227,372.3431818,308.209302325581,1760.12,1.01914903,0.057522976702377
"BBNA_19088","impatiens","Female","Queen",46.38472,-62.85944,2009,166,"","46.385, -62.859",1775.625227,372.3431818,308.209302325581,1760.12,1.01914903,0.057522976702377
"BBNA_19099","impatiens","Male","Male",46.38472,-62.85944,2009,217,"","46.385, -62.859",1775.625227,372.3431818,308.209302325581,1760.12,1.01914903,0.057522976702377
"BBNA_19169","impatiens","Female","Queen",46.33389,-62.76639,2009,160,"","46.334, -62.766",1735.400795,392.9097727,323.068604651163,1735.585,0.944897171,0.0362046319062731
"BBNA_19170","impatiens","Female","Queen",46.33389,-62.76639,2009,167,"","46.334, -62.766",1735.400795,392.9097727,323.068604651163,1735.585,0.944897171,0.0362046319062731
"BBNA_23289","impatiens","Male","Male",45.44,-63.46,1995,249,"J. OGDEN","45.44, -63.46",1791.004659,405.6665909,326.606511627907,1729.845,0.589056269,0.960528063895162
"BBNA_23295","impatiens","Male","Male",44.6,-63.52,1998,258,"J. OGDEN","44.6, -63.52",1830.556364,409.8790909,391.300930232558,1833.45,0.392591085,0.551758885988014
"BBNA_82878","impatiens","Male","Male",43.085,-70.837,2011,236,"Veit, M.F.","43.085, -70.837",2342.437159,414.1663636,292.297209302326,2463.48,0.430483369,0.150716263780897
"BBNA_82893","impatiens","Male","Male",42.496,-71.626,2009,247,"Veit, M.F.","42.496, -71.626",2484.444545,416.3554545,288.621627906977,2412.815,0.789129246,0.13676220838856
"BBNA_82904","impatiens","Male","Male",43.791,-71.018,2006,224,"","43.791, -71.018",2092.635795,437.1231818,282.314418604651,2151.845,1.611871391,0.268337323738101
"BBNA_82917","impatiens","Male","Male",42.693,-71.592,2005,112,"Veit, M.F.","42.693, -71.592",2418.578523,417.8881818,286.718837209302,2517.45,-0.750590542,0.290714832101985
"BBNA_82918","impatiens","Male","Male",42.7453,-70.8269,2010,218,"Veit, M.F., Kyle ?, ","42.745, -70.827",2494.047955,419.1806818,328.555581395349,2665.645,-0.405744552,0.03655808297714
"BBNA_82920","impatiens","Male","Male",43.078,-70.8373,2011,221,"Veit, M.F.","43.078, -70.837",2350.715682,411.66,290.870465116279,2473.065,0.470216908,0.162324146910356
"BBNA_82922","impatiens","Male","Male",43.09,-70.8523,2011,221,"Veit, M.F.","43.09, -70.852",2355.002045,407.0490909,284.676744186047,2485.985,0.43165738,0.13548729061434
"BBNA_82923","impatiens","Male","Male",43.09,-70.8523,2011,236,"Veit, M.F.","43.09, -70.852",2355.002045,407.0490909,284.676744186047,2485.985,0.43165738,0.13548729061434
"BBNA_82925","impatiens","Male","Male",43.6783,-70.8571,2011,221,"Veit, M.F.","43.678, -70.857",2060.884318,447.5995455,298.653488372093,2263.49,0.744653926,0.545815988994135
"BBNA_113711","impatiens","Male","Male",28.538336,-81.379236,1989,330,"J.E. Shore","28.538, -81.379",6408.738182,800.1343182,191.728372093023,6372.96,-0.269942254,-0.529800000466437
"BBNA_113717","impatiens","Male","Male",39.556001,-88.246118,1990,258,"M. Hanzlik","39.556, -88.246",3229.002955,396.4579545,195.761860465116,3174.52,0.065467698,0.148175116527398
"BBNA_113867","impatiens","Male","Male",36.111,-81.811,2008,255,"Z.M. Metcalf","36.111, -81.811",1959.470795,644.2934091,373.493255813954,1880.51,0.774107963,-0.403677481041605
"BBNA_113910","impatiens","Female","Queen",35.772096,-78.638614,2005,83,"F. Sherman","35.772, -78.639",4088.246705,493.3370455,293.250930232558,4148.13,-1.592398783,-0.64397847347289
"BBNA_113917","impatiens","Female","Queen",35.6926148,-82.3848459,1992,185,"R.S. Jacobson","35.693, -82.385",2007.7275,620.9990909,404.715348837209,1726.97,-0.073866568,-0.216246830005834
"BBNA_113918","impatiens","Female","Queen",35.42676,-82.557444,1983,172,"K.J. Smart","35.427, -82.557",3282.534205,472.9347727,328.914651162791,3043.205,-1.105379412,0.495182418362138
"BBNA_113943","impatiens","Male","Male",35.612661,-77.366354,1993,318,"R.S. Jacobson","35.613, -77.366",4333.530795,587.2420455,294.522790697674,4208.27,-1.174093675,0.648862279277941
"BBNA_114155","impatiens","Male","Male",35.772096,-78.638614,1988,310,"D.L. Mancol","35.772, -78.639",4088.246705,493.3370455,293.250930232558,3802.795,-0.026755743,-0.247704664159907
"BBNA_114994","impatiens","Male","Male",37.116809,-75.969653,1994,247,"W.D. Bailey","37.117, -75.97",4054.005568,480.8161364,264.894418604651,4127.45,-0.485274164,0.854006393289617
"BBNA_115341","impatiens","Female","Queen",38.5613,-79.0105,1995,167,"Doug Gill","38.561, -79.01",2438.196136,470.8090909,220.254186046512,2367.945,0.628565858,0.362761956837323
"BBNA_141532","impatiens","Male","Male",41.40583,-72.90472,2009,267,"Tracy Zarrillo","41.406, -72.905",2762.713523,440.9654545,297.58023255814,2614.66,0.690024906,-0.337345133483428
"BBNA_141533","impatiens","Male","Male",41.40583,-72.90472,2009,274,"Tracy Zarrillo","41.406, -72.905",2762.713523,440.9654545,297.58023255814,2614.66,0.690024906,-0.337345133483428
"BBNA_141535","impatiens","Male","Male",41.40583,-72.90472,2009,250,"Tracy Zarrillo","41.406, -72.905",2762.713523,440.9654545,297.58023255814,2614.66,0.690024906,-0.337345133483428
"BBNA_143271","impatiens","Male","Male",41.40805,-72.90166,2005,201,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2801.1,-1.777043874,0.2853269045278
"BBNA_143272","impatiens","Male","Male",41.40805,-72.90166,2005,222,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2801.1,-1.777043874,0.2853269045278
"BBNA_143275","impatiens","Male","Male",41.40805,-72.90166,2005,207,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2801.1,-1.777043874,0.2853269045278
"BBNA_143279","impatiens","Male","Male",41.40805,-72.90166,2005,230,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2801.1,-1.777043874,0.2853269045278
"BBNA_143285","impatiens","Male","Male",41.66083,-72.27527,2007,255,"Nathan Brettschneider","41.661, -72.275",2525.336705,463.2818182,311.767441860465,2598.57,-1.501978317,-2.18474728834399
"BBNA_143286","impatiens","Male","Male",41.79944,-72.06833,2007,262,"Nathan Brettschneider","41.799, -72.068",2379.8625,472.6006818,325.248837209302,2426.855,-1.371361082,-2.1841656709085
"BBNA_143287","impatiens","Male","Male",41.79944,-72.06833,2007,255,"Nathan Brettschneider","41.799, -72.068",2379.8625,472.6006818,325.248837209302,2426.855,-1.371361082,-2.1841656709085
"BBNA_143290","impatiens","Male","Male",41.66083,-72.27527,2007,248,"Nathan Brettschneider","41.661, -72.275",2525.336705,463.2818182,311.767441860465,2598.57,-1.501978317,-2.18474728834399
"BBNA_143296","impatiens","Male","Male",41.40805,-72.90166,2004,239,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2641.27,0.619123137,-1.18830685750434
"BBNA_143297","impatiens","Male","Male",41.40805,-72.90166,2004,232,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2641.27,0.619123137,-1.18830685750434
"BBNA_143299","impatiens","Male","Male",41.40805,-72.90166,2005,264,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2801.1,-1.777043874,0.2853269045278
"BBNA_143300","impatiens","Male","Male",41.40805,-72.90166,2004,267,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2641.27,0.619123137,-1.18830685750434
"BBNA_143302","impatiens","Male","Male",41.40805,-72.90166,2004,260,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2641.27,0.619123137,-1.18830685750434
"BBNA_143312","impatiens","Male","Male",41.40805,-72.90166,2004,254,"K. Stoner","41.408, -72.902",2762.713523,440.9654545,297.58023255814,2641.27,0.619123137,-1.18830685750434
