"species","term","estimate","SE","tvalue","pvalue"
"griseocollis","(Intercept)",246.757489320468,10.5045457499763,23.4905435412115,0
"griseocollis","yearGDD5",-0.034119911015272,0.00400297796556102,-8.52363198319281,0
"impatiens","(Intercept)",196.134187008137,3.95959955440829,49.5338440953649,0
"impatiens","yearGDD5",-0.0213418700813659,0.00151678114066916,-14.0705006867045,0
